RequestorODS,Month,RegistrationCount,RequestCount,IntegratedCount,SuppressedCount,SuccessRate
P86005,07,50,25,22,2,"0.96"
P86005,08,36,19,18,0,"0.9473684210526315"
P86006,05,119,70,65,3,"0.9714285714285714"
P86006,06,135,70,64,3,"0.9571428571428572"
P86006,07,140,74,65,2,"0.9054054054054054"
P86006,08,107,61,53,2,"0.9016393442622951"
P86007,05,101,48,45,0,"0.9375"
P86007,06,83,41,39,0,"0.9512195121951219"
P86007,07,113,65,64,1,1
P86007,08,88,37,34,2,"0.972972972972973"
P86008,05,72,35,30,3,"0.9428571428571428"
P86008,06,70,40,38,2,1
P86008,07,65,40,38,2,1
P86008,08,43,25,20,5,1
P86009,05,51,32,26,2,"0.875"
P86009,06,72,40,34,3,"0.925"
P86009,07,88,43,37,4,"0.9534883720930233"
P86009,08,71,37,30,5,"0.9459459459459459"
P86010,05,28,16,13,2,"0.9375"
P86010,06,30,23,22,1,1
P86010,07,44,28,21,3,"0.8571428571428571"
P86010,08,50,27,26,0,"0.9629629629629629"
P86011,05,45,28,16,11,"0.9642857142857143"
P86011,06,60,37,30,4,"0.918918918918919"
P86011,07,44,32,24,8,1
P86011,08,50,27,24,3,1
P86012,05,53,20,19,0,"0.95"
P86012,06,44,33,30,3,1
P86012,07,31,14,13,0,"0.9285714285714286"
P86012,08,33,11,10,1,1
P86013,05,36,28,0,0,0
P86013,06,36,21,0,0,0
P86013,07,29,12,0,0,0
P86013,08,37,19,5,0,"0.2631578947368421"
P86014,05,46,12,12,0,1
P86014,06,46,8,7,1,1
P86014,07,41,18,11,6,"0.9444444444444444"
P86014,08,29,13,10,1,"0.8461538461538461"
P86015,05,23,11,5,5,"0.9090909090909091"
P86015,06,22,12,7,5,1
P86015,07,23,11,8,3,1
P86015,08,24,10,9,1,1
P86016,05,32,9,7,1,"0.8888888888888888"
P86016,06,46,30,22,4,"0.8666666666666667"
P86016,07,52,25,18,6,"0.96"
P86016,08,47,19,11,7,"0.9473684210526315"
P86017,05,55,9,9,0,1
P86017,06,17,9,9,0,1
P86017,07,16,3,2,0,"0.6666666666666666"
P86017,08,8,2,2,0,1
P86018,05,48,31,27,2,"0.9354838709677419"
P86018,06,38,30,25,5,1
P86018,07,58,32,27,1,"0.875"
P86018,08,28,18,16,1,"0.9444444444444444"
P86019,05,33,18,18,0,1
P86019,06,29,19,18,1,1
P86019,07,37,24,22,1,"0.9583333333333334"
P86019,08,23,9,7,2,1
P86021,05,17,9,9,0,1
P86021,06,15,13,10,0,"0.7692307692307693"
P86021,07,25,15,14,1,1
P86021,08,12,6,3,2,"0.8333333333333334"
P86022,05,72,37,26,10,"0.972972972972973"
P86022,06,59,36,21,13,"0.9444444444444444"
P86022,07,51,30,20,10,1
P86022,08,40,21,20,1,1
P86023,05,85,56,52,3,"0.9821428571428571"
P86023,06,92,76,65,7,"0.9473684210526315"
P86023,07,52,37,31,4,"0.9459459459459459"
P86023,08,64,44,35,4,"0.8863636363636364"
P86026,05,41,14,12,1,"0.9285714285714286"
P86026,06,27,11,9,1,"0.9090909090909091"
P86026,07,66,33,32,1,1
P86026,08,39,23,19,0,"0.8260869565217391"
P86602,05,33,29,23,2,"0.8620689655172413"
P86602,06,28,16,16,0,1
P86602,07,30,21,17,4,1
P86602,08,23,19,16,1,"0.8947368421052632"
P86606,05,54,30,22,5,"0.9"
P86606,06,65,41,31,8,"0.9512195121951219"
P86606,07,60,41,38,2,"0.975609756097561"
P86606,08,63,42,38,4,1
P86608,05,22,17,16,0,"0.9411764705882353"
P86608,06,23,18,18,0,1
P86608,07,20,13,12,1,1
P86608,08,23,18,17,0,"0.9444444444444444"
P86609,05,33,20,20,0,1
P86609,06,26,6,5,0,"0.8333333333333334"
P86609,07,5,3,3,0,1
P86609,08,26,15,7,7,"0.9333333333333333"
P86614,05,54,12,2,0,"0.16666666666666666"
P86614,06,40,12,0,0,0
P86614,07,70,11,1,0,"0.09090909090909091"
P86614,08,28,4,0,0,0
P86619,05,53,27,26,1,1
P86619,06,46,23,20,2,"0.9565217391304348"
P86619,07,43,17,16,1,1
P86619,08,43,13,13,0,1
P86620,05,27,17,15,2,1
P86620,06,21,14,12,1,"0.9285714285714286"
P86620,07,32,15,15,0,1
P86620,08,24,5,5,0,1
P86624,05,17,9,9,0,1
P86624,06,14,8,5,3,1
P86624,07,22,16,12,3,"0.9375"
P86624,08,14,9,8,0,"0.8888888888888888"
P87008,05,48,32,29,1,"0.9375"
P87008,06,39,18,16,1,"0.9444444444444444"
P87008,07,40,22,19,2,"0.9545454545454546"
P87008,08,40,18,16,2,1
P87014,05,16,10,10,0,1
P87014,06,19,10,7,0,"0.7"
P87014,07,22,4,2,1,"0.75"
P87014,08,7,4,3,0,"0.75"
P87016,05,59,34,28,1,"0.8529411764705882"
P87016,06,64,38,32,2,"0.8947368421052632"
P87016,07,65,37,33,0,"0.8918918918918919"
P87016,08,62,30,24,1,"0.8333333333333334"
P87017,05,22,10,7,0,"0.7"
P87017,06,28,12,8,3,"0.9166666666666666"
P87017,07,43,20,13,4,"0.85"
P87017,08,21,8,3,4,"0.875"
P87019,05,121,50,31,11,"0.84"
P87019,06,69,40,34,4,"0.95"
P87019,07,92,43,31,3,"0.7906976744186046"
P87019,08,86,49,38,1,"0.7959183673469388"
P87024,06,29,,0,0,
P87024,07,86,32,29,2,"0.96875"
P87024,08,100,49,41,2,"0.8775510204081632"
P87025,05,66,36,26,3,"0.8055555555555556"
P87025,06,45,24,21,1,"0.9166666666666666"
P87025,07,74,44,38,0,"0.8636363636363636"
P87025,08,71,27,18,6,"0.8888888888888888"
P87028,05,50,25,22,0,"0.88"
P87028,06,85,49,39,5,"0.8979591836734694"
P87028,07,82,48,46,0,"0.9583333333333334"
P87028,08,63,40,31,0,"0.775"
P87613,05,23,17,15,0,"0.8823529411764706"
P87613,06,38,18,13,4,"0.9444444444444444"
P87613,07,47,34,26,0,"0.7647058823529411"
P87613,08,28,18,17,0,"0.9444444444444444"
P87618,05,35,22,13,3,"0.7272727272727273"
P87618,06,13,7,6,0,"0.8571428571428571"
P87618,07,6,2,1,0,"0.5"
P87618,08,11,7,4,2,"0.8571428571428571"
P87624,05,41,13,13,0,1
P87624,06,24,8,8,0,1
P87624,07,56,20,20,0,1
P87624,08,44,25,24,1,1
P87625,05,6,2,1,1,1
P87625,06,14,10,7,2,"0.9"
P87625,07,13,4,4,0,1
P87625,08,10,7,7,0,1
P87627,05,22,10,10,0,1
P87627,06,12,4,2,2,1
P87627,07,11,8,5,3,1
P87627,08,16,6,4,1,"0.8333333333333334"
P87630,05,24,5,5,0,1
P87630,06,30,12,11,1,1
P87630,07,27,16,14,1,"0.9375"
P87630,08,37,24,18,3,"0.875"
P87634,05,69,43,36,2,"0.8837209302325582"
P87634,06,106,67,50,3,"0.7910447761194029"
P87634,07,117,54,44,3,"0.8703703703703703"
P87634,08,114,66,55,3,"0.8787878787878788"
P87649,05,34,26,18,5,"0.8846153846153846"
P87649,06,20,16,12,1,"0.8125"
P87649,07,54,31,26,1,"0.8709677419354839"
P87649,08,47,26,23,1,"0.9230769230769231"
P87658,05,23,16,15,0,"0.9375"
P87658,06,38,14,12,1,"0.9285714285714286"
P87658,07,55,18,15,2,"0.9444444444444444"
P87658,08,24,13,9,0,"0.6923076923076923"
P87661,05,11,7,7,0,1
P87661,06,9,5,4,1,1
P87661,07,31,14,7,4,"0.7857142857142857"
P87661,08,23,8,6,0,"0.75"
P88002,05,32,19,18,1,1
P88002,06,21,9,7,1,"0.8888888888888888"
P88002,07,35,16,10,6,1
P88002,08,44,36,30,2,"0.8888888888888888"
P88003,05,58,36,31,5,1
P88003,06,43,23,19,3,"0.9565217391304348"
P88003,07,73,38,36,2,1
P88003,08,67,38,34,4,1
P88005,05,79,56,52,4,1
P88005,06,52,29,26,1,"0.9310344827586207"
P88005,07,84,47,40,7,1
P88005,08,86,34,30,3,"0.9705882352941176"
P88006,05,48,33,28,4,"0.9696969696969697"
P88006,06,55,40,34,5,"0.975"
P88006,07,52,30,21,8,"0.9666666666666667"
P88006,08,51,45,39,5,"0.9777777777777777"
P88007,05,77,34,30,4,1
P88007,06,65,44,37,7,1
P88007,07,108,62,49,9,"0.9354838709677419"
P88007,08,84,48,43,3,"0.9583333333333334"
P88008,05,46,31,27,3,"0.967741935483871"
P88008,06,45,32,28,1,"0.90625"
P88008,07,57,29,25,1,"0.896551724137931"
P88008,08,43,34,33,1,1
P88009,05,17,8,6,1,"0.875"
P88009,06,15,6,5,1,1
P88009,07,18,10,10,0,1
P88009,08,14,9,8,1,1
P88011,05,46,28,24,4,1
P88011,06,35,20,19,0,"0.95"
P88011,07,61,28,21,5,"0.9285714285714286"
P88011,08,37,21,16,5,1
P88012,05,21,10,7,2,"0.9"
P88012,06,27,14,12,1,"0.9285714285714286"
P88012,07,46,33,26,5,"0.9393939393939394"
P88012,08,41,30,24,5,"0.9666666666666667"
P88013,05,51,33,27,5,"0.9696969696969697"
P88013,06,61,38,32,6,1
P88013,07,71,44,34,9,"0.9772727272727273"
P88013,08,68,50,36,9,"0.9"
P88014,05,27,8,8,0,1
P88014,06,26,19,18,1,1
P88014,07,31,15,13,2,1
P88014,08,22,12,9,1,"0.8333333333333334"
P88015,05,41,27,19,7,"0.9629629629629629"
P88015,06,55,44,32,10,"0.9545454545454546"
P88015,07,59,48,44,4,1
P88015,08,61,26,23,3,1
P88016,05,100,62,59,3,1
P88016,06,79,53,43,9,"0.9811320754716981"
P88016,07,87,53,46,5,"0.9622641509433962"
P88016,08,120,66,54,9,"0.9545454545454546"
P88017,05,32,13,10,3,1
P88017,06,25,12,11,1,1
P88017,07,49,26,24,2,1
P88017,08,24,14,10,0,"0.7142857142857143"
P88018,05,54,33,27,4,"0.9393939393939394"
P88018,06,66,38,35,3,1
P88018,07,79,45,41,3,"0.9777777777777777"
P88018,08,52,38,34,4,1
P88019,05,62,38,32,6,1
P88019,06,44,29,27,2,1
P88019,07,33,25,22,3,1
P88019,08,40,31,28,2,"0.967741935483871"
P88020,05,78,46,44,2,1
P88020,06,59,32,30,2,1
P88020,07,79,39,36,2,"0.9743589743589743"
P88020,08,93,58,50,7,"0.9827586206896551"
P88021,05,44,37,31,2,"0.8918918918918919"
P88021,06,40,19,13,6,1
P88021,07,39,30,26,3,"0.9666666666666667"
P88021,08,36,21,18,3,1
P88023,05,36,25,20,2,"0.88"
P88023,06,38,22,20,1,"0.9545454545454546"
P88023,07,45,27,23,2,"0.9259259259259259"
P88023,08,29,20,19,1,1
P88024,05,63,50,46,4,1
P88024,06,68,52,46,5,"0.9807692307692307"
P88024,07,81,56,50,6,1
P88024,08,62,35,33,2,1
P88025,05,47,32,27,3,"0.9375"
P88025,06,64,42,35,2,"0.8809523809523809"
P88025,07,53,39,35,4,1
P88025,08,68,26,22,3,"0.9615384615384616"
P88026,05,336,183,146,13,"0.8688524590163934"
P88026,06,303,183,146,17,"0.8907103825136612"
P88026,07,584,246,157,59,"0.8780487804878049"
P88026,08,361,207,168,20,"0.9082125603864735"
P88031,05,35,25,24,1,1
P88031,06,41,26,23,3,1
P88031,07,61,52,48,3,"0.9807692307692307"
P88031,08,52,38,34,3,"0.9736842105263158"
P88034,05,10,5,0,0,0
P88034,06,19,11,0,0,0
P88034,07,28,16,0,0,0
P88034,08,53,24,0,0,0
P88041,05,46,28,24,4,1
P88041,06,52,32,26,6,1
P88041,07,71,56,49,5,"0.9642857142857143"
P88041,08,65,49,44,4,"0.9795918367346939"
P88042,05,47,34,30,3,"0.9705882352941176"
P88042,06,33,17,14,3,1
P88042,07,83,38,27,9,"0.9473684210526315"
P88042,08,59,42,35,6,"0.9761904761904762"
P88043,05,63,30,27,0,"0.9"
P88043,06,81,57,47,0,"0.8245614035087719"
P88043,07,78,42,34,0,"0.8095238095238095"
P88043,08,96,60,55,0,"0.9166666666666666"
P88044,05,32,24,22,1,"0.9583333333333334"
P88044,06,27,16,12,4,1
P88044,07,32,18,17,1,1
P88044,08,12,6,5,1,1
P88600,05,13,7,7,0,1
P88600,06,8,5,5,0,1
P88600,07,3,1,1,0,1
P88600,08,6,2,2,0,1
P88606,05,38,25,24,0,"0.96"
P88606,06,30,19,18,0,"0.9473684210526315"
P88606,07,43,28,28,0,1
P88606,08,58,27,26,0,"0.9629629629629629"
P88607,05,21,16,14,0,"0.875"
P88607,06,3,,0,0,
P88607,07,20,7,4,3,1
P88607,08,25,10,6,4,1
P88610,05,20,15,14,1,1
P88610,06,22,14,13,1,1
P88610,07,35,28,21,5,"0.9285714285714286"
P88610,08,27,22,20,2,1
P88615,05,9,7,6,1,1
P88615,06,6,4,3,0,"0.75"
P88615,07,2,1,1,0,1
P88615,08,9,8,7,1,1
P88623,05,23,16,12,4,1
P88623,06,33,18,16,1,"0.9444444444444444"
P88623,07,47,34,31,2,"0.9705882352941176"
P88623,08,42,33,30,2,"0.9696969696969697"
P88624,05,18,14,14,0,1
P88624,06,33,29,24,4,"0.9655172413793104"
P88624,07,3,2,2,0,1
P88625,05,31,21,20,1,1
P88625,06,17,11,10,1,1
P88625,07,37,25,17,6,"0.92"
P88625,08,39,33,29,3,"0.9696969696969697"
P88632,05,157,92,90,0,"0.9782608695652174"
P88632,06,117,68,65,1,"0.9705882352941176"
P88632,07,135,76,72,1,"0.9605263157894737"
P88632,08,133,73,70,1,"0.9726027397260274"
P89002,05,42,20,17,3,1
P89002,06,32,17,14,2,"0.9411764705882353"
P89002,07,81,45,36,4,"0.8888888888888888"
P89002,08,56,34,32,1,"0.9705882352941176"
P89003,05,60,32,31,1,1
P89003,06,43,23,18,4,"0.9565217391304348"
P89003,07,59,36,34,0,"0.9444444444444444"
P89003,08,47,26,24,2,1
P89004,05,31,18,17,1,1
P89004,06,26,19,18,0,"0.9473684210526315"
P89004,07,33,15,9,6,1
P89004,08,30,20,17,3,1
P89005,05,58,49,47,2,1
P89005,06,33,21,21,0,1
P89005,07,56,34,30,2,"0.9411764705882353"
P89005,08,57,42,39,2,"0.9761904761904762"
P89006,05,66,48,43,4,"0.9791666666666666"
P89006,06,70,41,36,4,"0.975609756097561"
P89006,07,113,65,60,4,"0.9846153846153847"
P89006,08,70,45,44,1,1
P89007,05,65,37,27,0,"0.7297297297297297"
P89007,06,33,14,10,0,"0.7142857142857143"
P89007,07,58,28,18,0,"0.6428571428571429"
P89007,08,75,45,38,0,"0.8444444444444444"
P89008,05,73,28,22,5,"0.9642857142857143"
P89008,06,133,37,26,11,1
P89008,07,86,36,24,11,"0.9722222222222222"
P89008,08,95,51,42,9,1
P89010,05,64,46,40,5,"0.9782608695652174"
P89010,06,55,29,24,4,"0.9655172413793104"
P89010,07,67,29,23,4,"0.9310344827586207"
P89010,08,59,41,33,7,"0.975609756097561"
P89011,05,55,26,23,2,"0.9615384615384616"
P89011,06,58,37,36,1,1
P89011,07,54,26,24,2,1
P89011,08,33,25,24,1,1
P89012,05,42,16,16,0,1
P89012,06,27,10,10,0,1
P89012,07,48,30,29,1,1
P89012,08,37,23,22,1,1
P89013,05,19,6,4,1,"0.8333333333333334"
P89013,06,29,17,15,2,1
P89013,07,36,22,17,3,"0.9090909090909091"
P89013,08,35,23,16,3,"0.8260869565217391"
P89014,05,93,64,57,6,"0.984375"
P89014,06,72,51,44,6,"0.9803921568627451"
P89014,07,91,53,42,9,"0.9622641509433962"
P89014,08,113,92,77,14,"0.9891304347826086"
P89015,05,85,34,22,11,"0.9705882352941176"
P89015,06,91,40,29,7,"0.9"
P89015,07,91,50,41,8,"0.98"
P89015,08,71,39,37,2,1
P89016,05,39,27,23,3,"0.9629629629629629"
P89016,06,39,21,21,0,1
P89016,07,31,12,11,0,"0.9166666666666666"
P89016,08,31,13,11,0,"0.8461538461538461"
P89018,05,54,25,24,1,1
P89018,06,39,20,17,3,1
P89018,07,60,32,30,1,"0.96875"
P89018,08,77,36,30,4,"0.9444444444444444"
P89020,05,50,24,21,3,1
P89020,06,40,17,13,3,"0.9411764705882353"
P89020,07,35,7,5,2,1
P89020,08,55,31,30,1,1
P89021,05,83,49,44,3,"0.9591836734693877"
P89021,06,70,47,46,1,1
P89021,07,61,42,39,2,"0.9761904761904762"
P89021,08,102,70,70,0,1
P89022,05,34,21,13,8,1
P89022,06,22,12,11,1,1
P89022,07,48,30,24,1,"0.8333333333333334"
P89022,08,34,26,26,0,1
P89023,05,26,9,6,3,1
P89023,06,17,9,8,0,"0.8888888888888888"
P89023,07,43,18,17,1,1
P89023,08,14,6,5,0,"0.8333333333333334"
P89025,05,18,15,14,1,1
P89025,06,16,10,8,2,1
P89025,07,15,9,7,2,1
P89025,08,11,6,6,0,1
P89026,05,57,44,41,3,1
P89026,06,56,46,40,6,1
P89026,07,53,30,26,3,"0.9666666666666667"
P89026,08,48,40,35,3,"0.95"
P89029,05,43,28,21,6,"0.9642857142857143"
P89029,06,27,12,6,4,"0.8333333333333334"
P89029,07,110,33,16,14,"0.9090909090909091"
P89029,08,57,15,11,4,1
P89030,05,10,8,5,3,1
P89030,06,25,14,14,0,1
P89030,07,22,8,7,1,1
P89030,08,19,6,5,1,1
P89602,05,18,16,16,0,1
P89602,06,19,15,15,0,1
P89602,07,17,7,7,0,1
P89602,08,19,13,10,0,"0.7692307692307693"
P89609,05,23,15,14,1,1
P89609,06,17,6,4,2,1
P89609,07,28,19,18,0,"0.9473684210526315"
P89609,08,28,19,16,1,"0.8947368421052632"
P89612,05,8,8,8,0,1
P89612,06,6,2,2,0,1
P89612,07,23,12,12,0,1
P89612,08,9,7,7,0,1
P89613,05,6,2,0,1,"0.5"
P89613,06,23,14,10,0,"0.7142857142857143"
P89613,07,48,36,34,0,"0.9444444444444444"
P89613,08,43,38,32,0,"0.8421052631578947"
P89618,05,38,27,24,3,1
P89618,06,24,17,16,1,1
P89618,07,32,23,18,3,"0.9130434782608695"
P89618,08,25,18,13,2,"0.8333333333333334"
P91003,05,27,18,18,0,1
P91003,06,43,31,27,3,"0.967741935483871"
P91003,07,47,28,23,1,"0.8571428571428571"
P91003,08,41,27,23,1,"0.8888888888888888"
P91004,05,110,48,35,10,"0.9375"
P91004,06,82,39,36,1,"0.9487179487179487"
P91004,07,58,28,25,2,"0.9642857142857143"
P91004,08,68,32,29,2,"0.96875"
P91006,05,126,103,82,11,"0.9029126213592233"
P91006,06,90,67,55,6,"0.9104477611940298"
P91006,07,160,120,103,11,"0.95"
P91006,08,148,89,77,11,"0.9887640449438202"
P91007,05,34,22,20,2,1
P91007,06,44,34,33,1,1
P91007,07,30,23,21,0,"0.9130434782608695"
P91007,08,33,25,22,1,"0.92"
P91008,05,39,26,23,1,"0.9230769230769231"
P91008,06,39,28,25,2,"0.9642857142857143"
P91008,07,49,33,27,6,1
P91008,08,28,15,13,2,1
P91009,05,59,53,49,2,"0.9622641509433962"
P91009,06,55,41,37,4,1
P91009,07,50,27,23,4,1
P91009,08,44,24,22,2,1
P91011,05,40,12,12,0,1
P91011,06,39,11,10,1,1
P91011,07,49,30,25,3,"0.9333333333333333"
P91011,08,11,3,3,0,1
P91012,05,111,96,93,0,"0.96875"
P91012,06,53,45,39,5,"0.9777777777777777"
P91012,07,162,133,129,3,"0.9924812030075187"
P91012,08,98,53,46,5,"0.9622641509433962"
P91013,05,85,59,57,0,"0.9661016949152542"
P91013,06,71,32,31,1,1
P91013,07,86,42,40,1,"0.9761904761904762"
P91013,08,99,52,50,2,1
P91014,05,108,64,53,6,"0.921875"
P91014,06,114,58,57,0,"0.9827586206896551"
P91014,07,118,68,66,0,"0.9705882352941176"
P91014,08,113,69,66,2,"0.9855072463768116"
P91016,05,67,44,43,0,"0.9772727272727273"
P91016,06,88,55,46,8,"0.9818181818181818"
P91016,07,93,38,31,7,1
P91016,08,88,47,42,4,"0.9787234042553191"
P91017,05,81,56,47,6,"0.9464285714285714"
P91017,06,66,49,44,3,"0.9591836734693877"
P91017,07,74,47,39,7,"0.9787234042553191"
P91017,08,94,68,59,8,"0.9852941176470589"
P91018,05,39,8,1,7,1
P91018,06,73,53,52,1,1
P91018,07,155,105,83,15,"0.9333333333333333"
P91018,08,88,54,46,4,"0.9259259259259259"
P91019,05,27,16,14,0,"0.875"
P91019,06,21,12,12,0,1
P91019,07,33,21,17,4,1
P91019,08,29,16,16,0,1
P91020,05,35,14,12,1,"0.9285714285714286"
P91020,06,594,554,501,44,"0.983754512635379"
P91020,07,1138,1049,962,75,"0.988560533841754"
P91020,08,449,421,396,22,"0.9928741092636579"
P91021,05,41,20,17,3,1
P91021,06,105,39,35,3,"0.9743589743589743"
P91021,07,103,50,42,5,"0.94"
P91021,08,87,45,42,1,"0.9555555555555556"
P91026,05,32,26,22,3,"0.9615384615384616"
P91026,06,20,13,11,1,"0.9230769230769231"
P91026,07,28,17,16,1,1
P91026,08,29,19,18,0,"0.9473684210526315"
P91029,05,53,43,38,3,"0.9534883720930233"
P91029,06,34,19,16,2,"0.9473684210526315"
P91029,07,37,19,17,2,1
P91029,08,156,66,65,1,1
P91032,05,8,1,1,0,1
P91032,06,10,2,1,1,1
P91032,07,14,6,5,0,"0.8333333333333334"
P91032,08,26,16,16,0,1
P91035,05,96,68,63,2,"0.9558823529411765"
P91035,06,108,73,72,0,"0.9863013698630136"
P91035,07,102,67,66,1,1
P91035,08,93,53,51,1,"0.9811320754716981"
P91603,05,57,32,27,2,"0.90625"
P91603,06,35,16,15,1,1
P91603,07,59,37,31,4,"0.9459459459459459"
P91603,08,50,36,33,1,"0.9444444444444444"
P91604,05,89,52,43,8,"0.9807692307692307"
P91604,06,110,76,58,16,"0.9736842105263158"
P91604,07,131,86,73,12,"0.9883720930232558"
P91604,08,115,70,53,13,"0.9428571428571428"
P91615,05,53,7,7,0,1
P91615,06,3,2,2,0,1
P91617,05,17,8,6,2,1
P91617,06,11,6,6,0,1
P91617,07,24,10,8,2,1
P91617,08,28,21,18,2,"0.9523809523809523"
P91619,05,48,27,26,0,"0.9629629629629629"
P91619,06,105,72,70,0,"0.9722222222222222"
P91619,07,48,30,26,4,1
P91619,08,17,4,0,1,"0.25"
P91623,05,17,11,8,1,"0.8181818181818182"
P91623,06,39,24,21,3,1
P91623,07,20,16,4,12,1
P91623,08,25,16,15,1,1
P91625,05,56,44,39,1,"0.9090909090909091"
P91625,06,67,54,53,0,"0.9814814814814815"
P91625,07,161,142,141,1,1
P91625,08,15,4,3,1,1
P91627,05,131,99,93,1,"0.9494949494949495"
P91627,06,229,186,182,3,"0.9946236559139785"
P91627,07,275,205,188,16,"0.9951219512195122"
P91627,08,118,91,79,10,"0.978021978021978"
P91629,05,82,40,34,3,"0.925"
P91629,06,541,500,435,47,"0.964"
P91629,07,1499,1414,1286,93,"0.9752475247524752"
P91629,08,266,225,194,23,"0.9644444444444444"
P91631,05,6,2,1,1,1
P91631,06,10,6,6,0,1
P91631,07,18,12,11,1,1
P91631,08,13,9,8,0,"0.8888888888888888"
P91633,05,26,17,16,1,1
P91633,06,25,18,14,4,1
P91633,07,17,8,5,1,"0.75"
P91633,08,46,32,29,3,1
P92001,05,14,7,7,0,1
P92001,06,18,12,7,0,"0.5833333333333334"
P92001,07,18,13,4,0,"0.3076923076923077"
P92001,08,20,13,3,0,"0.23076923076923078"
P92002,05,27,23,19,3,"0.9565217391304348"
P92002,06,32,26,23,1,"0.9230769230769231"
P92002,07,46,37,32,4,"0.972972972972973"
P92002,08,36,30,22,5,"0.9"
P92003,05,58,31,26,0,"0.8387096774193549"
P92003,06,45,27,23,3,"0.9629629629629629"
P92003,07,53,30,23,2,"0.8333333333333334"
P92003,08,38,24,19,4,"0.9583333333333334"
P92004,05,45,29,29,0,1
P92004,06,35,20,13,6,"0.95"
P92004,07,53,38,29,6,"0.9210526315789473"
P92004,08,34,27,26,1,1
P92005,05,11,8,7,0,"0.875"
P92005,06,19,9,9,0,1
P92005,07,13,2,2,0,1
P92005,08,14,6,4,0,"0.6666666666666666"
P92006,05,21,5,4,0,"0.8"
P92006,06,19,5,5,0,1
P92006,07,29,18,13,0,"0.7222222222222222"
P92006,08,18,9,7,0,"0.7777777777777778"
P92007,05,37,11,10,0,"0.9090909090909091"
P92007,06,43,21,13,0,"0.6190476190476191"
P92007,07,42,14,12,0,"0.8571428571428571"
P92007,08,27,18,17,0,"0.9444444444444444"
P92008,05,32,12,10,1,"0.9166666666666666"
P92008,06,51,28,28,0,1
P92008,07,33,23,22,0,"0.9565217391304348"
P92008,08,55,26,25,0,"0.9615384615384616"
P92010,05,60,25,19,0,"0.76"
P92010,06,54,28,20,0,"0.7142857142857143"
P92010,07,72,39,33,0,"0.8461538461538461"
P92010,08,57,36,29,0,"0.8055555555555556"
P92011,05,26,14,11,1,"0.8571428571428571"
P92011,06,46,32,30,1,"0.96875"
P92011,07,67,41,36,4,"0.975609756097561"
P92011,08,41,25,20,5,1
P92012,05,14,5,2,0,"0.4"
P92012,06,13,3,3,0,1
P92012,07,17,7,6,0,"0.8571428571428571"
P92012,08,13,1,1,0,1
P92014,05,84,63,57,4,"0.9682539682539683"
P92014,06,70,49,45,3,"0.9795918367346939"
P92014,07,113,65,58,6,"0.9846153846153847"
P92014,08,80,64,54,8,"0.96875"
P92015,05,26,21,20,0,"0.9523809523809523"
P92015,06,21,8,5,3,1
P92015,07,27,16,10,5,"0.9375"
P92015,08,33,22,12,9,"0.9545454545454546"
P92016,05,135,61,57,0,"0.9344262295081968"
P92016,06,74,33,18,0,"0.5454545454545454"
P92016,07,93,49,40,0,"0.8163265306122449"
P92016,08,85,47,31,0,"0.6595744680851063"
P92017,05,65,50,42,6,"0.96"
P92017,06,61,47,38,9,1
P92017,07,59,36,29,7,1
P92017,08,51,29,24,5,1
P92019,05,68,47,38,6,"0.9361702127659575"
P92019,06,51,33,29,2,"0.9393939393939394"
P92019,07,72,41,34,4,"0.926829268292683"
P92019,08,62,38,32,2,"0.8947368421052632"
P92020,05,22,12,11,0,"0.9166666666666666"
P92020,06,31,21,19,1,"0.9523809523809523"
P92020,07,30,18,13,4,"0.9444444444444444"
P92020,08,21,13,12,1,1
P92021,05,17,10,8,2,1
P92021,06,24,18,17,0,"0.9444444444444444"
P92021,07,29,21,17,1,"0.8571428571428571"
P92021,08,21,16,14,1,"0.9375"
P92023,05,67,53,41,7,"0.9056603773584906"
P92023,06,56,48,39,5,"0.9166666666666666"
P92023,07,75,52,39,8,"0.9038461538461539"
P92023,08,62,46,39,2,"0.8913043478260869"
P92024,05,29,10,0,0,0
P92024,06,31,17,10,0,"0.5882352941176471"
P92024,07,26,17,11,0,"0.6470588235294118"
P92024,08,19,4,4,0,1
P92026,05,27,16,13,3,1
P92026,06,32,20,18,2,1
P92026,07,41,23,19,3,"0.9565217391304348"
P92026,08,46,29,24,3,"0.9310344827586207"
P92028,05,22,8,7,0,"0.875"
P92028,06,30,22,17,0,"0.7727272727272727"
P92028,07,25,16,12,1,"0.8125"
P92028,08,24,11,8,0,"0.7272727272727273"
P92029,05,32,11,11,0,1
P92029,06,26,8,3,0,"0.375"
P92029,07,45,19,8,0,"0.42105263157894735"
P92029,08,37,10,9,0,"0.9"
P92031,05,37,17,16,0,"0.9411764705882353"
P92031,06,37,13,12,0,"0.9230769230769231"
P92031,07,31,13,13,0,1
P92031,08,21,9,9,0,1
P92033,05,22,14,8,2,"0.7142857142857143"
P92033,06,20,10,10,0,1
P92033,07,21,14,13,1,1
P92033,08,26,18,14,3,"0.9444444444444444"
P92034,05,17,8,7,0,"0.875"
P92034,06,12,6,5,0,"0.8333333333333334"
P92034,07,19,7,5,0,"0.7142857142857143"
P92034,08,17,5,5,0,1
P92035,05,29,10,2,0,"0.2"
P92035,06,14,7,4,0,"0.5714285714285714"
P92035,07,36,11,3,0,"0.2727272727272727"
P92035,08,32,10,1,0,"0.1"
